AnswerID,Answer,Unnamed: 2,Unnamed: 3,question,answer
ADAM_0002818_Sec1.txt,"Question: What is (are) Noonan syndrome ?
URL: https://www.nlm.nih.gov/medlineplus/ency/article/001656.htm
Answer: Noonan syndrome is a disease that can be passed down through families (inherited). It causes many parts of the body to develop abnormally.)",3-Incomplete, ADAM_0002818_Sec1.txt,What is (are) Noonan syndrome ?,Noonan syndrome is a disease that can be passed down through families (inherited). It causes many parts of the body to develop abnormally.)
ADAM_0002818_Sec2.txt,"Question: What causes Noonan syndrome ?
URL: https://www.nlm.nih.gov/medlineplus/ency/article/001656.htm
Answer: Noonan syndrome is linked to defects in several genes. Certain proteins involved in growth and development become overactive as a result of these gene changes.  Noonan syndrome is an autosomal dominant condition. This means only one parent has to pass down the nonworking gene for the child to have the syndrome. However, some cases may not be inherited.)",3-Incomplete, ADAM_0002818_Sec2.txt,What causes Noonan syndrome ?,"Noonan syndrome is linked to defects in several genes. Certain proteins involved in growth and development become overactive as a result of these gene changes.  Noonan syndrome is an autosomal dominant condition. This means only one parent has to pass down the nonworking gene for the child to have the syndrome. However, some cases may not be inherited.)"
GARD_0004450_Sec1.txt,"Question: What is (are) Noonan syndrome ? (Also called: Male Turner Syndrome; Noonan-Ehmke syndrome; Ullrich-Noonan syndrome; Female Pseudo-Turner Syndrome; Pseudo-Ullrich-Turner syndrome; Noonan syndrome 1; Noonan syndrome 2; Noonan syndrome 3; Noonan syndrome 4; Noonan syndrome 5)
URL: https://rarediseases.info.nih.gov/gard/10955/noonan-syndrome
Answer: Noonan syndrome is a genetic disorder that causes abnormal development of multiple parts of the body. Features of Noonan syndrome may include a distinctive facial appearance, short stature, a broad or webbed neck, congenital heart defects, bleeding problems, skeletal malformations, and developmental delay. Noonan syndrome may be caused by mutations in any one of several genes including the PTPN11, KRAS, RAF1, SOS1, NRAS and BRAF genes. It is sometimes referred to as a specific subtype based on the responsible gene in an affected person. Noonan syndrome is typically inherited in an autosomal dominant manner but many cases are due to a new mutation and are not inherited from an affected parent.)",3-Incomplete, GARD_0004450_Sec1.txt,What is (are) Noonan syndrome ? (Also called: Male Turner Syndrome; Noonan-Ehmke syndrome; Ullrich-Noonan syndrome; Female Pseudo-Turner Syndrome; Pseudo-Ullrich-Turner syndrome; Noonan syndrome 1; Noonan syndrome 2; Noonan syndrome 3; Noonan syndrome 4; Noonan syndrome 5),"Noonan syndrome is a genetic disorder that causes abnormal development of multiple parts of the body. Features of Noonan syndrome may include a distinctive facial appearance, short stature, a broad or webbed neck, congenital heart defects, bleeding problems, skeletal malformations, and developmental delay. Noonan syndrome may be caused by mutations in any one of several genes including the PTPN11, KRAS, RAF1, SOS1, NRAS and BRAF genes. It is sometimes referred to as a specific subtype based on the responsible gene in an affected person. Noonan syndrome is typically inherited in an autosomal dominant manner but many cases are due to a new mutation and are not inherited from an affected parent.)"
GARD_0004450_Sec2.txt,"Question: What are the symptoms of Noonan syndrome ? (Also called: Male Turner Syndrome; Noonan-Ehmke syndrome; Ullrich-Noonan syndrome; Female Pseudo-Turner Syndrome; Pseudo-Ullrich-Turner syndrome; Noonan syndrome 1; Noonan syndrome 2; Noonan syndrome 3; Noonan syndrome 4; Noonan syndrome 5)
URL: https://rarediseases.info.nih.gov/gard/10955/noonan-syndrome
Answer: What are the signs and symptoms of Noonan syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Noonan syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the helix 90% Abnormality of the nipple 90% Abnormality of the palate 90% Abnormality of the pulmonary artery 90% Abnormality of the pulmonary valve 90% Aplasia/Hypoplasia of the abdominal wall musculature 90% Cystic hygroma 90% Enlarged thorax 90% High forehead 90% Hypertelorism 90% Joint hypermobility 90% Low-set, posteriorly rotated ears 90% Malar flattening 90% Muscle weakness 90% Neurological speech impairment 90% Pectus carinatum 90% Pectus excavatum 90% Proptosis 90% Ptosis 90% Short stature 90% Thick lower lip vermilion 90% Thickened nuchal skin fold 90% Triangular face 90% Webbed neck 90% Abnormal dermatoglyphics 50% Abnormality of coagulation 50% Abnormality of the spleen 50% Abnormality of thrombocytes 50% Arrhythmia 50% Coarse hair 50% Cryptorchidism 50% Delayed skeletal maturation 50% Feeding difficulties in infancy 50% Hepatomegaly 50% Low posterior hairline 50% Muscular hypotonia 50% Scoliosis 50% Strabismus 50% Intellectual disability 25% Abnormal hair quantity 7.5% Brachydactyly syndrome 7.5% Clinodactyly of the 5th finger 7.5% Hypogonadism 7.5% Lymphedema 7.5% Melanocytic nevus 7.5% Nystagmus 7.5% Radioulnar synostosis 7.5% Sensorineural hearing impairment 7.5% Abnormal bleeding - Amegakaryocytic thrombocytopenia - Atria septal defect - Autosomal dominant inheritance - Clinodactyly - Coarctation of aorta - Cubitus valgus - Dental malocclusion - Epicanthus - Failure to thrive in infancy - Heterogeneous - High palate - Hypertrophic cardiomyopathy - Kyphoscoliosis - Male infertility - Myopia - Neurofibrosarcoma - Patent ductus arteriosus - Pectus excavatum of inferior sternum - Postnatal growth retardation - Pulmonic stenosis - Radial deviation of finger - Reduced factor XII activity - Reduced factor XIII activity - Shield chest - Short neck - Superior pectus carinatum - Synovitis - Ventricular septal defect - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.)",3-Incomplete, GARD_0004450_Sec2.txt,What are the symptoms of Noonan syndrome ? (Also called: Male Turner Syndrome; Noonan-Ehmke syndrome; Ullrich-Noonan syndrome; Female Pseudo-Turner Syndrome; Pseudo-Ullrich-Turner syndrome; Noonan syndrome 1; Noonan syndrome 2; Noonan syndrome 3; Noonan syndrome 4; Noonan syndrome 5),"What are the signs and symptoms of Noonan syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Noonan syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the helix 90% Abnormality of the nipple 90% Abnormality of the palate 90% Abnormality of the pulmonary artery 90% Abnormality of the pulmonary valve 90% Aplasia/Hypoplasia of the abdominal wall musculature 90% Cystic hygroma 90% Enlarged thorax 90% High forehead 90% Hypertelorism 90% Joint hypermobility 90% Low-set, posteriorly rotated ears 90% Malar flattening 90% Muscle weakness 90% Neurological speech impairment 90% Pectus carinatum 90% Pectus excavatum 90% Proptosis 90% Ptosis 90% Short stature 90% Thick lower lip vermilion 90% Thickened nuchal skin fold 90% Triangular face 90% Webbed neck 90% Abnormal dermatoglyphics 50% Abnormality of coagulation 50% Abnormality of the spleen 50% Abnormality of thrombocytes 50% Arrhythmia 50% Coarse hair 50% Cryptorchidism 50% Delayed skeletal maturation 50% Feeding difficulties in infancy 50% Hepatomegaly 50% Low posterior hairline 50% Muscular hypotonia 50% Scoliosis 50% Strabismus 50% Intellectual disability 25% Abnormal hair quantity 7.5% Brachydactyly syndrome 7.5% Clinodactyly of the 5th finger 7.5% Hypogonadism 7.5% Lymphedema 7.5% Melanocytic nevus 7.5% Nystagmus 7.5% Radioulnar synostosis 7.5% Sensorineural hearing impairment 7.5% Abnormal bleeding - Amegakaryocytic thrombocytopenia - Atria septal defect - Autosomal dominant inheritance - Clinodactyly - Coarctation of aorta - Cubitus valgus - Dental malocclusion - Epicanthus - Failure to thrive in infancy - Heterogeneous - High palate - Hypertrophic cardiomyopathy - Kyphoscoliosis - Male infertility - Myopia - Neurofibrosarcoma - Patent ductus arteriosus - Pectus excavatum of inferior sternum - Postnatal growth retardation - Pulmonic stenosis - Radial deviation of finger - Reduced factor XII activity - Reduced factor XIII activity - Shield chest - Short neck - Superior pectus carinatum - Synovitis - Ventricular septal defect - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.)"
GARD_0004450_Sec3.txt,"Question: Is Noonan syndrome inherited ? (Also called: Male Turner Syndrome; Noonan-Ehmke syndrome; Ullrich-Noonan syndrome; Female Pseudo-Turner Syndrome; Pseudo-Ullrich-Turner syndrome; Noonan syndrome 1; Noonan syndrome 2; Noonan syndrome 3; Noonan syndrome 4; Noonan syndrome 5)
URL: https://rarediseases.info.nih.gov/gard/10955/noonan-syndrome
Answer: How is Noonan syndrome inherited? Noonan syndrome is inherited in an autosomal dominant manner. This means that having one changed (mutated) copy of the responsible gene in each cell is enough to cause the condition. Each child of a person with Noonan syndrome has a 50% (1 in 2) chance to inherit the condition. In some cases, the condition is inherited from an affected parent. Because the features of the condition can vary and may be very subtle, many affected adults are diagnosed only after the birth of a more obviously affected infant. In other cases, the condition is caused by a new mutation occurring for the first time in the affected person.)",3-Incomplete, GARD_0004450_Sec3.txt,Is Noonan syndrome inherited ? (Also called: Male Turner Syndrome; Noonan-Ehmke syndrome; Ullrich-Noonan syndrome; Female Pseudo-Turner Syndrome; Pseudo-Ullrich-Turner syndrome; Noonan syndrome 1; Noonan syndrome 2; Noonan syndrome 3; Noonan syndrome 4; Noonan syndrome 5),"How is Noonan syndrome inherited? Noonan syndrome is inherited in an autosomal dominant manner. This means that having one changed (mutated) copy of the responsible gene in each cell is enough to cause the condition. Each child of a person with Noonan syndrome has a 50% (1 in 2) chance to inherit the condition. In some cases, the condition is inherited from an affected parent. Because the features of the condition can vary and may be very subtle, many affected adults are diagnosed only after the birth of a more obviously affected infant. In other cases, the condition is caused by a new mutation occurring for the first time in the affected person.)"
GHR_0000804_Sec1.txt,"Question: What is (are) polycystic kidney disease ? (Also called: PKD; polycystic renal disease)
URL: https://ghr.nlm.nih.gov/condition/polycystic-kidney-disease
Answer: Polycystic kidney disease is a disorder that affects the kidneys and other organs. Clusters of fluid-filled sacs, called cysts, develop in the kidneys and interfere with their ability to filter waste products from the blood. The growth of cysts causes the kidneys to become enlarged and can lead to kidney failure. Cysts may also develop in other organs, particularly the liver.  Frequent complications of polycystic kidney disease include dangerously high blood pressure (hypertension), pain in the back or sides, blood in the urine (hematuria), recurrent urinary tract infections, kidney stones, and heart valve abnormalities. Additionally, people with polycystic kidney disease have an increased risk of an abnormal bulging (an aneurysm) in a large blood vessel called the aorta or in blood vessels at the base of the brain. Aneurysms can be life-threatening if they tear or rupture.  The two major forms of polycystic kidney disease are distinguished by the usual age of onset and the pattern in which it is passed through families. The autosomal dominant form (sometimes called ADPKD) has signs and symptoms that typically begin in adulthood, although cysts in the kidney are often present from birth or childhood. Autosomal dominant polycystic kidney disease can be further divided into type 1 and type 2, depending on the genetic cause. The autosomal recessive form of polycystic kidney disease (sometimes called ARPKD) is much rarer and is often lethal early in life. The signs and symptoms of this condition are usually apparent at birth or in early infancy.)",3-Incomplete, GHR_0000804_Sec1.txt,What is (are) polycystic kidney disease ? (Also called: PKD; polycystic renal disease),"Polycystic kidney disease is a disorder that affects the kidneys and other organs. Clusters of fluid-filled sacs, called cysts, develop in the kidneys and interfere with their ability to filter waste products from the blood. The growth of cysts causes the kidneys to become enlarged and can lead to kidney failure. Cysts may also develop in other organs, particularly the liver.  Frequent complications of polycystic kidney disease include dangerously high blood pressure (hypertension), pain in the back or sides, blood in the urine (hematuria), recurrent urinary tract infections, kidney stones, and heart valve abnormalities. Additionally, people with polycystic kidney disease have an increased risk of an abnormal bulging (an aneurysm) in a large blood vessel called the aorta or in blood vessels at the base of the brain. Aneurysms can be life-threatening if they tear or rupture.  The two major forms of polycystic kidney disease are distinguished by the usual age of onset and the pattern in which it is passed through families. The autosomal dominant form (sometimes called ADPKD) has signs and symptoms that typically begin in adulthood, although cysts in the kidney are often present from birth or childhood. Autosomal dominant polycystic kidney disease can be further divided into type 1 and type 2, depending on the genetic cause. The autosomal recessive form of polycystic kidney disease (sometimes called ARPKD) is much rarer and is often lethal early in life. The signs and symptoms of this condition are usually apparent at birth or in early infancy.)"
GHR_0000804_Sec3.txt,"Question: What are the genetic changes related to polycystic kidney disease ? (Also called: PKD; polycystic renal disease)
URL: https://ghr.nlm.nih.gov/condition/polycystic-kidney-disease
Answer: Mutations in the PKD1, PKD2, and PKHD1 genes cause polycystic kidney disease.  Mutations in either the PKD1 or PKD2 gene can cause autosomal dominant polycystic kidney disease; PKD1 gene mutations cause ADPKD type 1, and PKD2 gene mutations cause ADPKD type 2. These genes provide instructions for making proteins whose functions are not fully understood. Researchers believe that they are involved in transmitting chemical signals from outside the cell to the cell's nucleus. The two proteins work together to promote normal kidney development, organization, and function. Mutations in the PKD1 or PKD2 gene lead to the formation of thousands of cysts, which disrupt the normal functions of the kidneys and other organs. People with mutations in the PKD2 gene, particularly women, typically have a less severe form of the disease than people with PKD1 mutations. The signs and symptoms, including a decline in kidney function, tend to appear later in adulthood in people with a PKD2 mutation.  Mutations in the PKHD1 gene cause autosomal recessive polycystic kidney disease. This gene provides instructions for making a protein whose exact function is unknown; however, the protein likely transmits chemical signals from outside the cell to the cell nucleus. Researchers have not determined how mutations in the PKHD1 gene lead to the formation of numerous cysts characteristic of polycystic kidney disease.  Although polycystic kidney disease is usually a genetic disorder, a small percentage of cases are not caused by gene mutations. These cases are called acquired polycystic kidney disease. This form of the disorder occurs most often in people with other types of kidney disease who have been treated for several years with hemodialysis (a procedure that filters waste products from the blood).)",3-Incomplete, GHR_0000804_Sec3.txt,What are the genetic changes related to polycystic kidney disease ? (Also called: PKD; polycystic renal disease),"Mutations in the PKD1, PKD2, and PKHD1 genes cause polycystic kidney disease.  Mutations in either the PKD1 or PKD2 gene can cause autosomal dominant polycystic kidney disease; PKD1 gene mutations cause ADPKD type 1, and PKD2 gene mutations cause ADPKD type 2. These genes provide instructions for making proteins whose functions are not fully understood. Researchers believe that they are involved in transmitting chemical signals from outside the cell to the cell's nucleus. The two proteins work together to promote normal kidney development, organization, and function. Mutations in the PKD1 or PKD2 gene lead to the formation of thousands of cysts, which disrupt the normal functions of the kidneys and other organs. People with mutations in the PKD2 gene, particularly women, typically have a less severe form of the disease than people with PKD1 mutations. The signs and symptoms, including a decline in kidney function, tend to appear later in adulthood in people with a PKD2 mutation.  Mutations in the PKHD1 gene cause autosomal recessive polycystic kidney disease. This gene provides instructions for making a protein whose exact function is unknown; however, the protein likely transmits chemical signals from outside the cell to the cell nucleus. Researchers have not determined how mutations in the PKHD1 gene lead to the formation of numerous cysts characteristic of polycystic kidney disease.  Although polycystic kidney disease is usually a genetic disorder, a small percentage of cases are not caused by gene mutations. These cases are called acquired polycystic kidney disease. This form of the disorder occurs most often in people with other types of kidney disease who have been treated for several years with hemodialysis (a procedure that filters waste products from the blood).)"
GHR_0000804_Sec4.txt,"Question: Is polycystic kidney disease inherited ? (Also called: PKD; polycystic renal disease)
URL: https://ghr.nlm.nih.gov/condition/polycystic-kidney-disease
Answer: Most cases of polycystic kidney disease have an autosomal dominant pattern of inheritance. People with this condition are born with one mutated copy of the PKD1 or PKD2 gene in each cell. In about 90 percent of these cases, an affected person inherits the mutation from one affected parent. The other 10 percent of cases result from a new mutation in one of the genes and occur in people with no history of the disorder in their family.  Although one altered copy of a gene in each cell is sufficient to cause the disorder, an additional mutation in the second copy of the PKD1 or PKD2 gene may make cysts grow faster and increase the severity of the disease. The rate at which cysts enlarge and cause a loss of kidney function varies widely, and may be influenced by mutations in other genes that have not been identified.  Polycystic kidney disease also can be inherited in an autosomal recessive pattern. People with this form of the condition have two altered copies of the PKHD1 gene in each cell. The parents of a child with an autosomal recessive disorder are not affected but are carriers of one copy of the altered gene.)",3-Incomplete, GHR_0000804_Sec4.txt,Is polycystic kidney disease inherited ? (Also called: PKD; polycystic renal disease),"Most cases of polycystic kidney disease have an autosomal dominant pattern of inheritance. People with this condition are born with one mutated copy of the PKD1 or PKD2 gene in each cell. In about 90 percent of these cases, an affected person inherits the mutation from one affected parent. The other 10 percent of cases result from a new mutation in one of the genes and occur in people with no history of the disorder in their family.  Although one altered copy of a gene in each cell is sufficient to cause the disorder, an additional mutation in the second copy of the PKD1 or PKD2 gene may make cysts grow faster and increase the severity of the disease. The rate at which cysts enlarge and cause a loss of kidney function varies widely, and may be influenced by mutations in other genes that have not been identified.  Polycystic kidney disease also can be inherited in an autosomal recessive pattern. People with this form of the condition have two altered copies of the PKHD1 gene in each cell. The parents of a child with an autosomal recessive disorder are not affected but are carriers of one copy of the altered gene.)"
MPlusDrugs_0001309_Sec2.txt,"Question: How should Zolmitriptan be used and what is the dosage ?
URL: https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html
Answer: Zolmitriptan comes as a tablet and an orally disintegrating tablet (tablet that dissolves quickly in the mouth) to take by mouth. It is usually taken at the first sign of a migraine headache. If your symptoms improve after you take zolmitriptan but return after 2 hours or longer, you may take a second tablet. However, if your symptoms do not improve after you take zolmitriptan, do not take a second tablet without calling your doctor. Your doctor will tell you the maximum number of tablets or orally disintegrating tablets you may take in a 24-hour period. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take zolmitriptan exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor.  You may take your first dose of zolmitriptan in a doctor's office or other medical facility where you can be monitored for serious reactions.  If your doctor has prescribed a dose lower than 2.5 mg, you may use your fingers to break the 2.5-mg tablet on the line that divides it in half. However, you should not break or split the orally disintegrating tablet.  To take the orally disintegrating tablet, use dry hands to peel back the foil packaging. Immediately take out the tablet and place it on your tongue. The tablet will quickly dissolve and can be swallowed with saliva. No water is needed to swallow disintegrating tablets. Do not open the foil packaging or remove the orally disintegrating tablet until just before you are ready to take it.  Call your doctor if your headaches do not get better or occur more frequently after taking zolmitriptan.  If you take zolmitriptan more often or for longer than the recommended period of time, your headaches may get worse or may occur more frequently. You should not take zolmitriptan or any other headache medication for more than 10 days per month. Call your doctor if you need to take zolmitriptan to treat more than three headaches in a 1-month period.  Ask your pharmacist or doctor for a copy of the manufacturer's information for the patient.)",3-Incomplete, MPlusDrugs_0001309_Sec2.txt,How should Zolmitriptan be used and what is the dosage ?,"Zolmitriptan comes as a tablet and an orally disintegrating tablet (tablet that dissolves quickly in the mouth) to take by mouth. It is usually taken at the first sign of a migraine headache. If your symptoms improve after you take zolmitriptan but return after 2 hours or longer, you may take a second tablet. However, if your symptoms do not improve after you take zolmitriptan, do not take a second tablet without calling your doctor. Your doctor will tell you the maximum number of tablets or orally disintegrating tablets you may take in a 24-hour period. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take zolmitriptan exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor.  You may take your first dose of zolmitriptan in a doctor's office or other medical facility where you can be monitored for serious reactions.  If your doctor has prescribed a dose lower than 2.5 mg, you may use your fingers to break the 2.5-mg tablet on the line that divides it in half. However, you should not break or split the orally disintegrating tablet.  To take the orally disintegrating tablet, use dry hands to peel back the foil packaging. Immediately take out the tablet and place it on your tongue. The tablet will quickly dissolve and can be swallowed with saliva. No water is needed to swallow disintegrating tablets. Do not open the foil packaging or remove the orally disintegrating tablet until just before you are ready to take it.  Call your doctor if your headaches do not get better or occur more frequently after taking zolmitriptan.  If you take zolmitriptan more often or for longer than the recommended period of time, your headaches may get worse or may occur more frequently. You should not take zolmitriptan or any other headache medication for more than 10 days per month. Call your doctor if you need to take zolmitriptan to treat more than three headaches in a 1-month period.  Ask your pharmacist or doctor for a copy of the manufacturer's information for the patient.)"
MPlusDrugs_0001309_Sec5.txt,"Question: What are the side effects or risks of Zolmitriptan ?
URL: https://www.nlm.nih.gov/medlineplus/druginfo/meds/a601129.html
Answer: Zolmitriptan may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:   - feeling warm or cold  - drowsiness  - dry mouth  - nausea  - heartburn  - sweating  - dizziness or faintness  Some side effects can be serious. If you experience any of these symptoms, call your doctor immediately or get emergency medical treatment:   - pain, tightness, pressure, or heaviness in the chest, throat, neck, or jaw  - slow or difficult speech  - weakness or numbness of an arm or leg  - fast, pounding, or irregular heartbeat  - bloody diarrhea  - sudden or severe stomach pain  - paleness or blue color of the fingers and toes  - shortness of breath  - swelling of the eyes, face, lips, tongue, or throat  - difficulty breathing or swallowing  - hoarseness  - rash  - hives  - pain, burning, or tingling in the hands or feet   If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online (http://www.fda.gov/Safety/MedWatch) or by phone (1-800-332-1088).)",3-Incomplete, MPlusDrugs_0001309_Sec5.txt,What are the side effects or risks of Zolmitriptan ?,"Zolmitriptan may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:   - feeling warm or cold  - drowsiness  - dry mouth  - nausea  - heartburn  - sweating  - dizziness or faintness  Some side effects can be serious. If you experience any of these symptoms, call your doctor immediately or get emergency medical treatment:   - pain, tightness, pressure, or heaviness in the chest, throat, neck, or jaw  - slow or difficult speech  - weakness or numbness of an arm or leg  - fast, pounding, or irregular heartbeat  - bloody diarrhea  - sudden or severe stomach pain  - paleness or blue color of the fingers and toes  - shortness of breath  - swelling of the eyes, face, lips, tongue, or throat  - difficulty breathing or swallowing  - hoarseness  - rash  - hives  - pain, burning, or tingling in the hands or feet   If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online (http://www.fda.gov/Safety/MedWatch) or by phone (1-800-332-1088).)"
